ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
3512_Norman_Niles_#2_entry_rating,3512,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-12-45.mp4,8,2.93,5.25,0.67,4.58,1.81
3512_Norman_Niles_#2_exit_rating,3512,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-12-45.mp4,12,5.67,7.77,0.96,6.82,2.01
3513_Norman_Niles_#2_entry_rating,3513,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-13-45.mp4,11,3.18,7.29,0.73,6.56,2.24
3513_Norman_Niles_#2_exit_rating,3513,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-13-45.mp4,13,5.65,8.24,0.13,8.11,2.24
3514_Norman_Niles_#2_entry_rating,3514,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-14-45.mp4,6,1.18,2.89,0.16,2.73,1.22
3514_Norman_Niles_#2_exit_rating,3514,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-14-45.mp4,12,6.33,14.42,2.51,11.91,2.93
3515_Norman_Niles_#2_entry_rating,3515,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-15-45.mp4,16,1.16,3.53,0.31,3.22,0.85
3515_Norman_Niles_#2_exit_rating,3515,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-15-45.mp4,11,5.1,7.72,0.19,7.52,2.5
3516_Norman_Niles_#2_entry_rating,3516,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-16-45.mp4,20,3.22,12.7,0.37,12.33,3.01
3516_Norman_Niles_#2_exit_rating,3516,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-16-45.mp4,7,5.73,7.8,0.17,7.63,2.59
3517_Norman_Niles_#2_entry_rating,3517,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-17-45.mp4,13,2.1,12.6,0.15,12.45,3.9
3517_Norman_Niles_#2_exit_rating,3517,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-17-45.mp4,12,4.58,8.66,0.12,8.54,2.19
3518_Norman_Niles_#2_entry_rating,3518,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-18-45.mp4,12,1.29,4.08,0.16,3.92,1.23
3518_Norman_Niles_#2_exit_rating,3518,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-18-45.mp4,5,4.98,7.55,0.78,6.77,2.57
3519_Norman_Niles_#2_entry_rating,3519,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-19-45.mp4,18,1.5,6.31,0.25,6.06,1.55
3519_Norman_Niles_#2_exit_rating,3519,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-19-45.mp4,14,6.86,10.19,0.43,9.76,2.33
3520_Norman_Niles_#2_entry_rating,3520,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-20-45.mp4,19,2.84,13.14,0.25,12.88,3.03
3520_Norman_Niles_#2_exit_rating,3520,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-20-45.mp4,9,2.86,6.52,0.14,6.38,2.83
3521_Norman_Niles_#2_entry_rating,3521,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-21-45.mp4,24,2.12,10.25,0.26,9.99,2.34
3521_Norman_Niles_#2_exit_rating,3521,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-21-45.mp4,11,5.21,7.43,0.28,7.16,2.41
3522_Norman_Niles_#2_entry_rating,3522,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-22-45.mp4,12,3.6,13.8,0.55,13.25,3.94
3522_Norman_Niles_#2_exit_rating,3522,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-22-45.mp4,15,5.73,8.09,1.4,6.7,1.89
3523_Norman_Niles_#2_entry_rating,3523,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-23-45.mp4,25,2.12,5.56,0.14,5.42,1.63
3523_Norman_Niles_#2_exit_rating,3523,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-23-45.mp4,12,5.82,7.91,3.58,4.33,1.13
3524_Norman_Niles_#2_entry_rating,3524,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-24-45.mp4,17,1.76,4.82,0.54,4.28,1.27
3524_Norman_Niles_#2_exit_rating,3524,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-24-45.mp4,14,5.76,8.26,0.07,8.2,1.92
3525_Norman_Niles_#2_entry_rating,3525,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-25-45.mp4,14,3.83,15.03,0.38,14.65,4.76
3525_Norman_Niles_#2_exit_rating,3525,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-25-45.mp4,15,6.16,11.12,0.89,10.22,2.52
3526_Norman_Niles_#2_entry_rating,3526,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-26-45.mp4,17,2.83,8.11,0.4,7.71,2.26
3526_Norman_Niles_#2_exit_rating,3526,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-26-45.mp4,14,5.51,8.12,1.37,6.75,1.71
3527_Norman_Niles_#2_entry_rating,3527,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-27-45.mp4,6,1.4,3.85,0.06,3.79,1.38
3527_Norman_Niles_#2_exit_rating,3527,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-27-45.mp4,12,5.35,7.59,1.56,6.03,1.77
3528_Norman_Niles_#2_entry_rating,3528,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-28-45.mp4,15,2.89,13.33,0.15,13.19,3.57
3528_Norman_Niles_#2_exit_rating,3528,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-28-45.mp4,12,5.96,8.43,2.33,6.1,1.62
3529_Norman_Niles_#2_entry_rating,3529,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-29-45.mp4,15,1.63,4.88,0.42,4.46,1.16
3529_Norman_Niles_#2_exit_rating,3529,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-29-45.mp4,9,6.18,9.53,1.37,8.15,2.32
3530_Norman_Niles_#2_entry_rating,3530,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-30-45.mp4,8,1.77,4.09,0.51,3.58,1.15
3530_Norman_Niles_#2_exit_rating,3530,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-30-45.mp4,11,6.43,11.91,3.46,8.45,2.31
3531_Norman_Niles_#2_entry_rating,3531,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-31-45.mp4,8,3.36,15.0,0.09,14.91,4.97
3531_Norman_Niles_#2_exit_rating,3531,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-31-45.mp4,17,4.42,8.96,0.11,8.85,3.2
3532_Norman_Niles_#2_entry_rating,3532,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-32-45.mp4,16,1.31,3.03,0.27,2.76,0.87
3532_Norman_Niles_#2_exit_rating,3532,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-32-45.mp4,12,5.0,8.41,0.37,8.04,2.75
3533_Norman_Niles_#2_entry_rating,3533,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-33-45.mp4,15,1.44,3.34,0.29,3.06,0.88
3533_Norman_Niles_#2_exit_rating,3533,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-33-45.mp4,11,4.83,6.24,0.3,5.94,1.64
3534_Norman_Niles_#2_entry_rating,3534,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-34-45.mp4,14,2.55,6.97,0.32,6.65,2.12
3534_Norman_Niles_#2_exit_rating,3534,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-34-45.mp4,12,5.72,11.0,0.89,10.11,2.46
3535_Norman_Niles_#2_entry_rating,3535,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-35-45.mp4,12,1.3,3.98,0.4,3.58,1.01
3535_Norman_Niles_#2_exit_rating,3535,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-24-17-35-45.mp4,12,6.25,7.84,3.95,3.88,1.13
3536_Norman_Niles_#2_entry_rating,3536,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-24-17-36-45.mp4,19,1.19,3.14,0.17,2.97,0.76
