ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
2623_Norman_Niles_#4_entry_rating,2623,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-11-45.mp4,27,1.22,3.83,0.26,3.57,0.92
2623_Norman_Niles_#4_exit_rating,2623,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-11-45.mp4,6,10.19,11.28,8.98,2.3,0.92
2624_Norman_Niles_#4_entry_rating,2624,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-12-45.mp4,16,0.92,2.93,0.33,2.6,0.83
2624_Norman_Niles_#4_exit_rating,2624,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-12-45.mp4,7,8.46,11.29,6.65,4.64,1.67
2625_Norman_Niles_#4_entry_rating,2625,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-13-45.mp4,14,1.75,8.89,0.32,8.56,2.18
2625_Norman_Niles_#4_exit_rating,2625,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-13-45.mp4,9,7.94,10.86,0.15,10.71,3.18
2626_Norman_Niles_#4_entry_rating,2626,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-14-45.mp4,22,1.71,10.67,0.2,10.47,2.1
2626_Norman_Niles_#4_exit_rating,2626,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-14-45.mp4,15,7.9,10.12,5.88,4.24,1.21
2627_Norman_Niles_#4_entry_rating,2627,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-15-45.mp4,14,1.21,2.6,0.33,2.28,0.75
2627_Norman_Niles_#4_exit_rating,2627,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-15-45.mp4,15,4.5,11.01,0.63,10.38,3.66
2628_Norman_Niles_#4_entry_rating,2628,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-16-45.mp4,9,0.9,2.01,0.27,1.75,0.6
2628_Norman_Niles_#4_exit_rating,2628,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-16-45.mp4,15,7.35,10.31,0.35,9.97,3.19
2629_Norman_Niles_#4_entry_rating,2629,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-17-45.mp4,17,1.34,5.43,0.34,5.09,1.15
2629_Norman_Niles_#4_exit_rating,2629,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-17-45.mp4,10,8.83,12.14,1.51,10.64,2.84
2630_Norman_Niles_#4_entry_rating,2630,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-18-45.mp4,18,1.24,4.75,0.25,4.5,1.08
2630_Norman_Niles_#4_exit_rating,2630,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-18-45.mp4,18,6.34,11.25,0.14,11.11,3.79
2631_Norman_Niles_#4_entry_rating,2631,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-19-45.mp4,9,0.91,1.67,0.23,1.43,0.4
2631_Norman_Niles_#4_exit_rating,2631,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-19-45.mp4,19,6.42,10.99,0.12,10.87,3.41
2632_Norman_Niles_#4_entry_rating,2632,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-20-45.mp4,13,0.65,1.52,0.28,1.23,0.34
2632_Norman_Niles_#4_exit_rating,2632,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-20-45.mp4,6,9.71,15.22,1.85,13.36,4.39
2633_Norman_Niles_#4_entry_rating,2633,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-21-45.mp4,14,1.95,4.81,0.69,4.11,1.3
2633_Norman_Niles_#4_exit_rating,2633,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-21-45.mp4,23,7.68,12.53,1.16,11.37,3.14
2634_Norman_Niles_#4_entry_rating,2634,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-22-45.mp4,21,1.23,2.57,0.19,2.38,0.66
2634_Norman_Niles_#4_exit_rating,2634,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-22-45.mp4,8,8.42,11.61,2.28,9.34,2.71
2635_Norman_Niles_#4_entry_rating,2635,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-23-45.mp4,19,1.38,3.82,0.23,3.6,1.08
2635_Norman_Niles_#4_exit_rating,2635,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-23-45.mp4,15,7.44,10.57,0.16,10.41,3.45
2636_Norman_Niles_#4_entry_rating,2636,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-24-45.mp4,17,1.26,2.86,0.27,2.59,0.75
2636_Norman_Niles_#4_exit_rating,2636,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-24-45.mp4,15,9.03,17.7,2.86,14.84,3.4
2637_Norman_Niles_#4_entry_rating,2637,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-14-25-45.mp4,13,1.13,2.63,0.26,2.37,0.72
2637_Norman_Niles_#4_exit_rating,2637,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-14-25-45.mp4,7,11.29,16.36,8.34,8.01,3.11
2692_Norman_Niles_#4_entry_rating,2692,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-23-15-20-45.mp4,12,0.77,2.39,0.27,2.11,0.71
2692_Norman_Niles_#4_exit_rating,2692,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-23-15-20-45.mp4,11,5.76,12.37,0.2,12.16,4.78
