ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
1969_Norman_Niles_#4_entry_rating,1969,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-07-45.mp4,9,1.82,5.38,0.2,5.18,1.81
1969_Norman_Niles_#4_exit_rating,1969,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-07-45.mp4,21,7.38,14.44,1.4,13.03,3.5
1970_Norman_Niles_#4_entry_rating,1970,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-08-45.mp4,14,0.98,2.11,0.06,2.05,0.61
1970_Norman_Niles_#4_exit_rating,1970,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-08-45.mp4,9,7.01,10.27,1.63,8.64,3.33
1971_Norman_Niles_#4_entry_rating,1971,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-09-45.mp4,12,1.4,3.3,0.34,2.96,0.8
1971_Norman_Niles_#4_exit_rating,1971,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-09-45.mp4,6,6.63,10.1,2.01,8.09,3.45
1972_Norman_Niles_#4_entry_rating,1972,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-10-45.mp4,14,0.75,1.81,0.3,1.51,0.48
1972_Norman_Niles_#4_exit_rating,1972,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-10-45.mp4,10,8.78,13.77,6.55,7.22,2.26
1973_Norman_Niles_#4_entry_rating,1973,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-11-45.mp4,8,0.66,1.73,0.22,1.52,0.55
1973_Norman_Niles_#4_exit_rating,1973,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-11-45.mp4,8,6.49,12.59,0.13,12.46,5.4
1974_Norman_Niles_#4_entry_rating,1974,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-12-45.mp4,27,0.96,1.95,0.35,1.6,0.47
1974_Norman_Niles_#4_exit_rating,1974,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-12-45.mp4,13,7.45,10.31,0.12,10.19,2.5
1975_Norman_Niles_#4_entry_rating,1975,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-13-45.mp4,15,0.61,1.24,0.3,0.94,0.3
1975_Norman_Niles_#4_exit_rating,1975,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-13-45.mp4,14,7.65,10.66,0.33,10.33,2.5
1976_Norman_Niles_#4_entry_rating,1976,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-14-45.mp4,16,1.71,15.12,0.21,14.91,3.62
1976_Norman_Niles_#4_exit_rating,1976,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-14-45.mp4,11,7.13,9.49,0.61,8.88,2.37
1977_Norman_Niles_#4_entry_rating,1977,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-15-45.mp4,15,1.57,4.23,0.18,4.05,1.17
1977_Norman_Niles_#4_exit_rating,1977,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-15-45.mp4,16,6.53,11.96,0.29,11.67,3.64
1978_Norman_Niles_#4_entry_rating,1978,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-16-45.mp4,13,1.89,11.31,0.41,10.9,2.92
1978_Norman_Niles_#4_exit_rating,1978,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-16-45.mp4,8,9.95,11.66,7.2,4.46,1.63
1979_Norman_Niles_#4_entry_rating,1979,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-17-45.mp4,9,1.89,6.04,0.35,5.69,1.68
1979_Norman_Niles_#4_exit_rating,1979,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-17-45.mp4,16,7.82,12.55,2.26,10.3,3.23
1980_Norman_Niles_#4_entry_rating,1980,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-18-45.mp4,15,1.95,3.79,0.39,3.4,0.88
1980_Norman_Niles_#4_exit_rating,1980,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-18-45.mp4,12,8.39,11.99,1.84,10.15,2.62
1981_Norman_Niles_#4_entry_rating,1981,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-19-45.mp4,9,1.83,3.23,0.43,2.8,1.12
1981_Norman_Niles_#4_exit_rating,1981,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-19-45.mp4,7,7.06,9.47,2.16,7.31,2.45
1982_Norman_Niles_#4_entry_rating,1982,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-20-45.mp4,12,2.44,13.5,0.39,13.11,3.62
1982_Norman_Niles_#4_exit_rating,1982,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-20-45.mp4,16,7.21,11.44,1.33,10.11,2.51
1983_Norman_Niles_#4_entry_rating,1983,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-21-45.mp4,14,1.06,2.8,0.3,2.49,0.73
1983_Norman_Niles_#4_exit_rating,1983,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-21-45.mp4,20,6.76,12.23,0.74,11.5,3.21
1984_Norman_Niles_#4_entry_rating,1984,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-22-45.mp4,11,0.83,2.45,0.18,2.26,0.74
1984_Norman_Niles_#4_exit_rating,1984,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-22-45.mp4,14,6.22,12.12,0.29,11.83,3.46
1985_Norman_Niles_#4_entry_rating,1985,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-23-45.mp4,16,2.55,14.17,0.21,13.96,4.24
1985_Norman_Niles_#4_exit_rating,1985,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-23-45.mp4,9,8.71,12.6,0.13,12.46,3.58
1986_Norman_Niles_#4_entry_rating,1986,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-24-45.mp4,15,0.93,2.34,0.08,2.26,0.83
1986_Norman_Niles_#4_exit_rating,1986,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-24-45.mp4,10,7.67,12.8,1.87,10.92,2.7
1987_Norman_Niles_#4_entry_rating,1987,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-25-45.mp4,21,1.27,2.7,0.31,2.39,0.7
1987_Norman_Niles_#4_exit_rating,1987,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-25-45.mp4,9,8.95,10.79,5.97,4.82,1.45
1988_Norman_Niles_#4_entry_rating,1988,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-26-45.mp4,13,0.9,2.24,0.37,1.87,0.51
1988_Norman_Niles_#4_exit_rating,1988,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-26-45.mp4,15,8.08,12.05,1.91,10.14,2.9
1989_Norman_Niles_#4_entry_rating,1989,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-27-45.mp4,12,0.92,3.47,0.32,3.15,0.85
1989_Norman_Niles_#4_exit_rating,1989,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-27-45.mp4,10,8.3,11.18,0.19,10.99,3.14
1990_Norman_Niles_#4_entry_rating,1990,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-28-45.mp4,9,0.65,1.53,0.21,1.32,0.38
1990_Norman_Niles_#4_exit_rating,1990,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-28-45.mp4,13,6.79,12.32,0.15,12.17,4.54
1991_Norman_Niles_#4_entry_rating,1991,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-29-45.mp4,15,1.23,4.26,0.3,3.96,1.12
1991_Norman_Niles_#4_exit_rating,1991,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-29-45.mp4,8,10.15,12.54,8.55,3.99,1.31
1992_Norman_Niles_#4_entry_rating,1992,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-30-45.mp4,20,0.89,1.66,0.29,1.37,0.4
1992_Norman_Niles_#4_exit_rating,1992,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-30-45.mp4,11,5.9,9.64,0.21,9.44,3.36
1993_Norman_Niles_#4_entry_rating,1993,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-31-45.mp4,20,0.86,2.41,0.21,2.2,0.63
1993_Norman_Niles_#4_exit_rating,1993,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-31-45.mp4,11,7.65,10.45,0.72,9.73,3.22
1994_Norman_Niles_#4_entry_rating,1994,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-32-45.mp4,25,0.99,3.95,0.15,3.8,0.83
1994_Norman_Niles_#4_exit_rating,1994,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-32-45.mp4,12,8.31,13.11,0.41,12.7,4.06
1995_Norman_Niles_#4_entry_rating,1995,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-33-45.mp4,14,1.64,4.08,0.37,3.71,1.05
1995_Norman_Niles_#4_exit_rating,1995,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-33-45.mp4,16,6.9,13.58,0.25,13.32,3.41
1996_Norman_Niles_#4_entry_rating,1996,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-34-45.mp4,8,0.85,1.87,0.28,1.59,0.57
1996_Norman_Niles_#4_exit_rating,1996,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-34-45.mp4,13,6.6,10.36,0.25,10.11,3.77
1997_Norman_Niles_#4_entry_rating,1997,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-35-45.mp4,17,1.29,5.07,0.33,4.74,1.12
1997_Norman_Niles_#4_exit_rating,1997,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-35-45.mp4,15,6.46,11.7,0.34,11.36,4.12
1998_Norman_Niles_#4_entry_rating,1998,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-36-45.mp4,14,1.44,3.4,0.23,3.18,0.91
1998_Norman_Niles_#4_exit_rating,1998,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-36-45.mp4,14,7.63,17.25,1.71,15.54,3.99
1999_Norman_Niles_#4_entry_rating,1999,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-37-45.mp4,15,1.1,1.82,0.43,1.39,0.43
1999_Norman_Niles_#4_exit_rating,1999,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-37-45.mp4,20,6.76,12.31,1.28,11.03,3.15
2000_Norman_Niles_#4_entry_rating,2000,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-38-45.mp4,20,2.59,12.91,0.48,12.43,3.53
2000_Norman_Niles_#4_exit_rating,2000,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-38-45.mp4,19,6.69,11.08,1.58,9.5,3.26
2001_Norman_Niles_#4_entry_rating,2001,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-39-45.mp4,20,1.42,5.09,0.17,4.92,1.27
2001_Norman_Niles_#4_exit_rating,2001,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-39-45.mp4,10,8.24,15.09,1.03,14.06,3.66
2002_Norman_Niles_#4_entry_rating,2002,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-40-45.mp4,12,1.57,2.86,0.24,2.63,0.99
2002_Norman_Niles_#4_exit_rating,2002,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-40-45.mp4,14,7.46,12.1,1.83,10.26,3.65
2003_Norman_Niles_#4_entry_rating,2003,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-41-45.mp4,6,2.08,6.48,0.3,6.18,2.31
2003_Norman_Niles_#4_exit_rating,2003,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-41-45.mp4,17,7.08,12.01,0.54,11.46,3.32
2004_Norman_Niles_#4_entry_rating,2004,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-42-45.mp4,13,0.92,1.85,0.21,1.64,0.49
2004_Norman_Niles_#4_exit_rating,2004,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-42-45.mp4,11,7.02,13.41,0.08,13.34,4.66
2005_Norman_Niles_#4_entry_rating,2005,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-43-45.mp4,18,0.93,2.41,0.25,2.17,0.61
2005_Norman_Niles_#4_exit_rating,2005,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-43-45.mp4,13,8.46,13.72,0.18,13.54,4.04
2006_Norman_Niles_#4_entry_rating,2006,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-44-45.mp4,17,1.05,3.03,0.35,2.68,0.74
2006_Norman_Niles_#4_exit_rating,2006,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-44-45.mp4,12,5.89,10.83,0.12,10.72,4.3
2007_Norman_Niles_#4_entry_rating,2007,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-45-45.mp4,16,1.06,2.74,0.35,2.39,0.69
2007_Norman_Niles_#4_exit_rating,2007,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-45-45.mp4,9,7.18,8.76,0.4,8.36,2.6
2008_Norman_Niles_#4_entry_rating,2008,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-46-45.mp4,12,1.89,13.41,0.17,13.24,3.66
2008_Norman_Niles_#4_exit_rating,2008,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-46-45.mp4,12,8.51,11.38,0.59,10.8,3.01
2009_Norman_Niles_#4_entry_rating,2009,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-47-45.mp4,18,1.11,3.73,0.32,3.41,0.98
2009_Norman_Niles_#4_exit_rating,2009,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-47-45.mp4,16,5.92,9.82,0.29,9.54,2.59
2010_Norman_Niles_#4_entry_rating,2010,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-48-45.mp4,24,1.09,2.89,0.27,2.63,0.69
2010_Norman_Niles_#4_exit_rating,2010,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-48-45.mp4,15,7.99,13.78,0.21,13.57,3.84
2011_Norman_Niles_#4_entry_rating,2011,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-49-45.mp4,16,0.89,1.86,0.21,1.65,0.48
2011_Norman_Niles_#4_exit_rating,2011,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-49-45.mp4,10,8.34,9.87,5.18,4.69,1.41
2012_Norman_Niles_#4_entry_rating,2012,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-22-15-50-45.mp4,14,1.63,4.27,0.54,3.73,1.01
2012_Norman_Niles_#4_exit_rating,2012,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-22-15-50-45.mp4,18,7.61,11.21,1.45,9.76,2.64
