ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
3455_Norman_Niles_#3_entry_rating,3455,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-16-10-45.mp4,12,3.75,19.44,0.34,19.1,5.29
3455_Norman_Niles_#3_exit_rating,3455,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-16-10-45.mp4,25,6.53,9.35,3.92,5.43,1.43
3456_Norman_Niles_#3_entry_rating,3456,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-16-11-45.mp4,31,2.5,6.86,0.54,6.33,1.91
3456_Norman_Niles_#3_exit_rating,3456,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-16-11-45.mp4,26,6.47,10.61,1.11,9.5,2.24
3535_Norman_Niles_#3_entry_rating,3535,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-17-35-45.mp4,47,3.26,7.03,0.38,6.66,1.73
3535_Norman_Niles_#3_exit_rating,3535,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-17-35-45.mp4,22,7.28,9.4,4.79,4.61,1.38
3536_Norman_Niles_#3_entry_rating,3536,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-17-36-45.mp4,22,1.85,4.9,0.21,4.69,1.37
3536_Norman_Niles_#3_exit_rating,3536,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-17-36-45.mp4,24,6.62,11.82,0.2,11.62,2.47
3537_Norman_Niles_#3_entry_rating,3537,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-17-37-45.mp4,34,2.6,15.51,0.19,15.33,2.66
3537_Norman_Niles_#3_exit_rating,3537,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-17-37-45.mp4,23,5.9,9.73,4.3,5.43,1.1
3538_Norman_Niles_#3_entry_rating,3538,Norman Niles #3,ENTRY,normanniles3/normanniles3_2025-10-24-17-38-45.mp4,36,3.12,6.63,0.38,6.25,1.68
3538_Norman_Niles_#3_exit_rating,3538,Norman Niles #3,EXIT,normanniles3/normanniles3_2025-10-24-17-38-45.mp4,30,6.44,10.17,0.82,9.35,2.52
