ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
960_Norman_Niles_#4_entry_rating,960,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-07-45.mp4,8,1.91,4.29,0.84,3.45,1.03
960_Norman_Niles_#4_exit_rating,960,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-07-45.mp4,5,5.19,13.12,0.5,12.62,5.2
961_Norman_Niles_#4_entry_rating,961,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-08-45.mp4,5,1.66,2.5,0.49,2.01,0.74
961_Norman_Niles_#4_exit_rating,961,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-08-45.mp4,2,11.38,15.51,7.25,8.26,5.84
962_Norman_Niles_#4_entry_rating,962,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-09-45.mp4,9,2.5,6.42,1.18,5.24,1.62
962_Norman_Niles_#4_exit_rating,962,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-09-45.mp4,3,6.94,9.74,2.25,7.49,4.08
963_Norman_Niles_#4_entry_rating,963,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-10-45.mp4,10,1.47,2.22,0.62,1.6,0.51
963_Norman_Niles_#4_exit_rating,963,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-10-45.mp4,9,7.21,12.8,1.94,10.86,4.16
964_Norman_Niles_#4_entry_rating,964,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-11-45.mp4,13,1.2,2.76,0.27,2.49,0.68
964_Norman_Niles_#4_exit_rating,964,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-11-45.mp4,11,7.17,11.55,1.76,9.79,3.54
965_Norman_Niles_#4_entry_rating,965,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-12-45.mp4,12,1.59,2.6,0.42,2.18,0.7
965_Norman_Niles_#4_exit_rating,965,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-12-45.mp4,4,7.81,10.82,2.04,8.78,4.07
966_Norman_Niles_#4_entry_rating,966,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-13-45.mp4,9,0.67,1.8,0.06,1.74,0.5
966_Norman_Niles_#4_exit_rating,966,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-21-10-13-45.mp4,12,4.14,9.64,0.99,8.65,3.32
967_Norman_Niles_#4_entry_rating,967,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-21-10-14-45.mp4,14,1.55,2.65,0.13,2.52,0.8
