ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
2623_Norman_Niles_#1_entry_rating,2623,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-11-45.mp4,29,3.27,14.96,0.2,14.77,3.83
2623_Norman_Niles_#1_exit_rating,2623,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-11-45.mp4,19,5.77,9.82,0.07,9.75,2.64
2624_Norman_Niles_#1_entry_rating,2624,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-12-45.mp4,29,1.55,11.28,0.11,11.17,2.05
2624_Norman_Niles_#1_exit_rating,2624,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-12-45.mp4,26,5.55,11.15,2.12,9.03,2.31
2625_Norman_Niles_#1_entry_rating,2625,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-13-45.mp4,33,2.62,12.78,0.33,12.45,2.96
2625_Norman_Niles_#1_exit_rating,2625,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-13-45.mp4,20,5.77,9.03,2.91,6.13,1.39
2626_Norman_Niles_#1_entry_rating,2626,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-14-45.mp4,32,1.61,7.03,0.15,6.87,1.7
2626_Norman_Niles_#1_exit_rating,2626,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-14-45.mp4,16,6.91,9.83,3.92,5.92,1.69
2627_Norman_Niles_#1_entry_rating,2627,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-15-45.mp4,32,2.48,15.42,0.7,14.72,2.63
2627_Norman_Niles_#1_exit_rating,2627,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-15-45.mp4,29,5.34,11.45,0.34,11.11,2.93
2628_Norman_Niles_#1_entry_rating,2628,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-16-45.mp4,28,2.03,5.45,0.37,5.08,1.22
2628_Norman_Niles_#1_exit_rating,2628,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-16-45.mp4,21,6.62,11.91,0.46,11.45,3.01
2629_Norman_Niles_#1_entry_rating,2629,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-17-45.mp4,30,3.08,10.94,0.37,10.57,2.32
2629_Norman_Niles_#1_exit_rating,2629,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-17-45.mp4,23,5.63,11.23,0.43,10.8,3.08
2630_Norman_Niles_#1_entry_rating,2630,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-18-45.mp4,32,2.5,14.91,0.21,14.7,2.87
2630_Norman_Niles_#1_exit_rating,2630,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-18-45.mp4,18,5.55,10.67,0.3,10.38,2.75
2631_Norman_Niles_#1_entry_rating,2631,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-19-45.mp4,26,2.87,13.22,0.28,12.94,2.53
2631_Norman_Niles_#1_exit_rating,2631,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-19-45.mp4,22,5.88,9.97,1.57,8.4,2.13
2632_Norman_Niles_#1_entry_rating,2632,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-20-45.mp4,31,2.28,13.31,0.13,13.18,2.97
2632_Norman_Niles_#1_exit_rating,2632,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-20-45.mp4,27,5.95,10.86,1.25,9.61,2.53
2633_Norman_Niles_#1_entry_rating,2633,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-21-45.mp4,30,3.92,14.5,0.34,14.17,4.4
2633_Norman_Niles_#1_exit_rating,2633,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-21-45.mp4,10,4.95,9.03,0.07,8.96,2.78
2634_Norman_Niles_#1_entry_rating,2634,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-22-45.mp4,31,2.25,13.22,0.72,12.5,2.42
2634_Norman_Niles_#1_exit_rating,2634,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-22-45.mp4,23,6.04,10.49,1.8,8.69,2.22
2635_Norman_Niles_#1_entry_rating,2635,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-23-45.mp4,33,2.28,5.57,0.27,5.3,1.47
2635_Norman_Niles_#1_exit_rating,2635,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-23-45.mp4,28,6.4,13.04,1.9,11.14,2.28
2636_Norman_Niles_#1_entry_rating,2636,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-24-45.mp4,27,3.03,12.89,0.29,12.6,2.91
2636_Norman_Niles_#1_exit_rating,2636,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-24-45.mp4,19,6.14,11.55,1.57,9.99,2.46
2637_Norman_Niles_#1_entry_rating,2637,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-23-14-25-45.mp4,26,2.9,10.83,0.99,9.84,2.05
2637_Norman_Niles_#1_exit_rating,2637,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-23-14-25-45.mp4,18,6.47,9.56,1.88,7.68,1.96
