ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
5_Norman_Niles_#1_entry_rating,5,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-05-45.mp4,1,6.3,6.3,6.3,0.0,0.0
5_Norman_Niles_#1_exit_rating,5,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-05-45.mp4,0,0.0,0.0,0.0,0.0,0.0
6_Norman_Niles_#1_entry_rating,6,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-06-45.mp4,4,6.63,7.92,5.11,2.81,1.39
6_Norman_Niles_#1_exit_rating,6,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-06-45.mp4,1,5.84,5.84,5.84,0.0,0.0
7_Norman_Niles_#1_entry_rating,7,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-07-45.mp4,2,7.99,8.01,7.97,0.04,0.03
7_Norman_Niles_#1_exit_rating,7,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-07-45.mp4,2,6.91,6.94,6.88,0.06,0.04
8_Norman_Niles_#1_entry_rating,8,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-08-45.mp4,1,6.71,6.71,6.71,0.0,0.0
8_Norman_Niles_#1_exit_rating,8,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-08-45.mp4,3,6.64,8.04,5.87,2.16,1.21
9_Norman_Niles_#1_entry_rating,9,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-09-45.mp4,0,0.0,0.0,0.0,0.0,0.0
9_Norman_Niles_#1_exit_rating,9,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-09-45.mp4,0,0.0,0.0,0.0,0.0,0.0
10_Norman_Niles_#1_entry_rating,10,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-10-45.mp4,0,0.0,0.0,0.0,0.0,0.0
10_Norman_Niles_#1_exit_rating,10,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-10-45.mp4,0,0.0,0.0,0.0,0.0,0.0
11_Norman_Niles_#1_entry_rating,11,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-11-45.mp4,1,7.93,7.93,7.93,0.0,0.0
11_Norman_Niles_#1_exit_rating,11,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-11-45.mp4,0,0.0,0.0,0.0,0.0,0.0
12_Norman_Niles_#1_entry_rating,12,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-12-45.mp4,0,0.0,0.0,0.0,0.0,0.0
12_Norman_Niles_#1_exit_rating,12,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-12-45.mp4,1,8.38,8.38,8.38,0.0,0.0
13_Norman_Niles_#1_entry_rating,13,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-13-45.mp4,1,9.27,9.27,9.27,0.0,0.0
13_Norman_Niles_#1_exit_rating,13,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-13-45.mp4,2,8.19,9.36,7.03,2.33,1.65
14_Norman_Niles_#1_entry_rating,14,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-14-45.mp4,1,0.87,0.87,0.87,0.0,0.0
14_Norman_Niles_#1_exit_rating,14,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-14-45.mp4,1,5.16,5.16,5.16,0.0,0.0
15_Norman_Niles_#1_entry_rating,15,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-15-45.mp4,2,6.85,9.78,3.93,5.86,4.14
15_Norman_Niles_#1_exit_rating,15,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-15-45.mp4,2,6.17,7.06,5.28,1.78,1.26
16_Norman_Niles_#1_entry_rating,16,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-16-45.mp4,0,0.0,0.0,0.0,0.0,0.0
16_Norman_Niles_#1_exit_rating,16,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-16-45.mp4,0,0.0,0.0,0.0,0.0,0.0
17_Norman_Niles_#1_entry_rating,17,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-17-45.mp4,0,0.0,0.0,0.0,0.0,0.0
17_Norman_Niles_#1_exit_rating,17,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-17-45.mp4,1,10.36,10.36,10.36,0.0,0.0
18_Norman_Niles_#1_entry_rating,18,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-18-45.mp4,2,5.04,5.4,4.68,0.72,0.51
18_Norman_Niles_#1_exit_rating,18,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-18-45.mp4,3,5.28,6.97,4.36,2.6,1.46
19_Norman_Niles_#1_entry_rating,19,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-19-45.mp4,0,0.0,0.0,0.0,0.0,0.0
19_Norman_Niles_#1_exit_rating,19,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-20-06-19-45.mp4,0,0.0,0.0,0.0,0.0,0.0
20_Norman_Niles_#1_entry_rating,20,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-20-06-20-45.mp4,0,0.0,0.0,0.0,0.0,0.0
