ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
1122_Norman_Niles_#2_entry_rating,1122,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-12-55-45.mp4,11,3.65,12.88,0.56,12.33,3.77
1122_Norman_Niles_#2_exit_rating,1122,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-12-55-45.mp4,18,5.47,7.89,3.4,4.49,1.06
1123_Norman_Niles_#2_entry_rating,1123,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-12-56-45.mp4,3,1.43,1.94,0.96,0.98,0.49
1123_Norman_Niles_#2_exit_rating,1123,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-12-56-45.mp4,8,6.59,9.03,4.84,4.18,1.37
1124_Norman_Niles_#2_entry_rating,1124,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-12-57-45.mp4,11,3.83,6.52,0.27,6.25,2.34
1124_Norman_Niles_#2_exit_rating,1124,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-12-57-45.mp4,16,5.67,8.51,0.26,8.25,2.08
1125_Norman_Niles_#2_entry_rating,1125,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-12-58-45.mp4,15,2.72,10.43,0.3,10.13,2.62
1125_Norman_Niles_#2_exit_rating,1125,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-12-58-45.mp4,21,6.03,10.09,4.13,5.96,1.25
1126_Norman_Niles_#2_entry_rating,1126,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-12-59-45.mp4,16,2.18,7.62,0.37,7.25,2.27
1126_Norman_Niles_#2_exit_rating,1126,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-12-59-45.mp4,10,6.3,7.27,4.25,3.01,0.82
1127_Norman_Niles_#2_entry_rating,1127,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-13-00-45.mp4,11,4.05,16.43,0.19,16.24,5.09
1127_Norman_Niles_#2_exit_rating,1127,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-13-00-45.mp4,14,5.34,7.56,0.05,7.51,1.89
1247_Norman_Niles_#2_entry_rating,1247,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-02-45.mp4,9,3.28,9.43,1.28,8.15,2.72
1247_Norman_Niles_#2_exit_rating,1247,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-02-45.mp4,6,4.42,5.27,1.56,3.72,1.45
1248_Norman_Niles_#2_entry_rating,1248,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-03-45.mp4,15,1.22,5.98,0.14,5.84,1.42
1248_Norman_Niles_#2_exit_rating,1248,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-03-45.mp4,11,5.2,9.04,0.11,8.93,3.15
1249_Norman_Niles_#2_entry_rating,1249,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-04-45.mp4,16,2.0,14.42,0.28,14.14,3.4
1249_Norman_Niles_#2_exit_rating,1249,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-04-45.mp4,11,6.19,13.32,1.08,12.24,3.58
1250_Norman_Niles_#2_entry_rating,1250,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-05-45.mp4,5,4.38,8.49,2.13,6.36,2.43
1250_Norman_Niles_#2_exit_rating,1250,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-05-45.mp4,7,5.32,6.75,4.04,2.71,1.08
1251_Norman_Niles_#2_entry_rating,1251,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-06-45.mp4,5,4.65,7.27,1.26,6.01,2.16
1251_Norman_Niles_#2_exit_rating,1251,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-06-45.mp4,13,6.01,8.53,4.5,4.03,1.36
1252_Norman_Niles_#2_entry_rating,1252,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-07-45.mp4,12,1.12,2.87,0.23,2.63,0.78
1252_Norman_Niles_#2_exit_rating,1252,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-07-45.mp4,10,5.39,7.56,0.91,6.66,1.88
1253_Norman_Niles_#2_entry_rating,1253,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-08-45.mp4,22,1.42,5.36,0.06,5.3,1.45
1253_Norman_Niles_#2_exit_rating,1253,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-21-15-08-45.mp4,10,4.13,8.51,0.16,8.35,3.41
1254_Norman_Niles_#2_entry_rating,1254,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-21-15-09-45.mp4,14,1.56,4.9,0.19,4.72,1.33
