ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
1025_Norman_Niles_#1_entry_rating,1025,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-12-45.mp4,27,2.17,10.63,0.1,10.53,2.35
1025_Norman_Niles_#1_exit_rating,1025,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-12-45.mp4,28,5.2,11.08,0.26,10.82,2.72
1026_Norman_Niles_#1_entry_rating,1026,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-13-45.mp4,27,2.68,10.1,0.3,9.8,2.75
1026_Norman_Niles_#1_exit_rating,1026,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-13-45.mp4,25,7.13,12.85,0.21,12.65,2.65
1027_Norman_Niles_#1_entry_rating,1027,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-14-45.mp4,31,2.8,13.67,0.25,13.42,3.47
1027_Norman_Niles_#1_exit_rating,1027,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-14-45.mp4,20,8.18,11.85,0.27,11.57,3.23
1028_Norman_Niles_#1_entry_rating,1028,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-15-45.mp4,30,2.98,12.66,0.23,12.43,3.91
1028_Norman_Niles_#1_exit_rating,1028,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-15-45.mp4,20,6.21,14.37,2.0,12.37,2.79
1029_Norman_Niles_#1_entry_rating,1029,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-16-45.mp4,25,1.92,11.73,0.07,11.67,2.84
1029_Norman_Niles_#1_exit_rating,1029,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-16-45.mp4,19,7.45,12.73,0.46,12.28,3.02
1030_Norman_Niles_#1_entry_rating,1030,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-17-45.mp4,23,1.69,10.91,0.28,10.64,2.12
1030_Norman_Niles_#1_exit_rating,1030,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-17-45.mp4,20,8.21,11.66,0.66,11.0,2.68
1031_Norman_Niles_#1_entry_rating,1031,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-18-45.mp4,25,2.27,13.17,0.48,12.69,2.66
1031_Norman_Niles_#1_exit_rating,1031,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-18-45.mp4,20,8.01,10.61,3.61,7.0,1.86
1032_Norman_Niles_#1_entry_rating,1032,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-19-45.mp4,34,2.97,6.41,0.89,5.52,1.53
1032_Norman_Niles_#1_exit_rating,1032,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-19-45.mp4,25,7.54,11.57,0.75,10.82,2.52
1033_Norman_Niles_#1_entry_rating,1033,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-20-45.mp4,24,2.46,10.13,0.39,9.74,2.7
1033_Norman_Niles_#1_exit_rating,1033,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-20-45.mp4,19,7.91,12.32,0.45,11.87,2.87
1034_Norman_Niles_#1_entry_rating,1034,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-21-45.mp4,23,2.31,17.4,0.27,17.13,3.92
1034_Norman_Niles_#1_exit_rating,1034,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-21-45.mp4,15,7.96,11.0,4.92,6.08,1.82
1035_Norman_Niles_#1_entry_rating,1035,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-22-45.mp4,27,3.79,12.68,0.48,12.2,3.98
1035_Norman_Niles_#1_exit_rating,1035,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-22-45.mp4,25,7.82,11.49,0.35,11.14,3.16
1036_Norman_Niles_#1_entry_rating,1036,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-23-45.mp4,31,2.22,13.2,0.24,12.95,2.44
1036_Norman_Niles_#1_exit_rating,1036,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-23-45.mp4,21,8.31,10.5,5.51,4.99,1.31
1037_Norman_Niles_#1_entry_rating,1037,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-24-45.mp4,31,2.37,11.87,0.12,11.76,2.76
1037_Norman_Niles_#1_exit_rating,1037,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-24-45.mp4,21,7.43,9.82,0.31,9.51,2.25
1038_Norman_Niles_#1_entry_rating,1038,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-25-45.mp4,21,1.14,3.0,0.2,2.8,0.84
1038_Norman_Niles_#1_exit_rating,1038,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-25-45.mp4,19,8.78,11.4,2.93,8.47,1.93
1039_Norman_Niles_#1_entry_rating,1039,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-26-45.mp4,32,1.81,8.73,0.32,8.42,1.53
1039_Norman_Niles_#1_exit_rating,1039,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-26-45.mp4,24,8.45,13.15,5.19,7.96,1.83
1040_Norman_Niles_#1_entry_rating,1040,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-27-45.mp4,32,2.63,12.25,0.17,12.08,3.18
1040_Norman_Niles_#1_exit_rating,1040,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-27-45.mp4,21,7.69,11.04,0.29,10.75,2.3
1041_Norman_Niles_#1_entry_rating,1041,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-28-45.mp4,30,2.49,14.62,0.24,14.38,3.54
1041_Norman_Niles_#1_exit_rating,1041,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-28-45.mp4,24,8.16,13.36,0.3,13.07,2.33
1042_Norman_Niles_#1_entry_rating,1042,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-29-45.mp4,33,2.82,10.1,0.37,9.73,1.95
1042_Norman_Niles_#1_exit_rating,1042,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-29-45.mp4,24,8.46,12.4,0.77,11.63,2.42
1043_Norman_Niles_#1_entry_rating,1043,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-30-45.mp4,26,2.2,12.43,0.55,11.88,2.63
1043_Norman_Niles_#1_exit_rating,1043,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-30-45.mp4,17,8.04,10.08,6.06,4.02,1.03
1044_Norman_Niles_#1_entry_rating,1044,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-31-45.mp4,22,3.34,10.53,0.56,9.97,2.84
1044_Norman_Niles_#1_exit_rating,1044,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-31-45.mp4,19,7.51,10.21,5.1,5.11,1.54
1045_Norman_Niles_#1_entry_rating,1045,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-32-45.mp4,24,2.25,12.33,0.5,11.83,2.95
1045_Norman_Niles_#1_exit_rating,1045,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-32-45.mp4,18,6.64,8.42,1.21,7.21,1.6
1046_Norman_Niles_#1_entry_rating,1046,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-33-45.mp4,24,2.96,12.5,0.14,12.37,3.71
1046_Norman_Niles_#1_exit_rating,1046,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-33-45.mp4,19,5.8,10.54,0.18,10.36,2.25
1047_Norman_Niles_#1_entry_rating,1047,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-34-45.mp4,28,2.77,13.74,0.09,13.65,4.1
1047_Norman_Niles_#1_exit_rating,1047,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-34-45.mp4,24,5.44,9.6,0.08,9.52,2.45
1048_Norman_Niles_#1_entry_rating,1048,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-35-45.mp4,38,2.64,11.37,0.33,11.04,2.97
1048_Norman_Niles_#1_exit_rating,1048,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-35-45.mp4,27,7.3,12.19,0.09,12.1,3.23
1049_Norman_Niles_#1_entry_rating,1049,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-36-45.mp4,28,1.67,10.52,0.23,10.29,1.93
1049_Norman_Niles_#1_exit_rating,1049,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-36-45.mp4,25,7.06,12.34,1.49,10.85,2.55
1050_Norman_Niles_#1_entry_rating,1050,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-21-11-37-45.mp4,40,2.67,11.55,0.23,11.32,3.03
1050_Norman_Niles_#1_exit_rating,1050,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-21-11-37-45.mp4,28,6.47,11.11,0.32,10.8,2.6
