ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh
2158_Norman_Niles_#2_entry_rating,2158,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-18-45.mp4,2,6.21,7.11,5.31,1.8,1.27
2158_Norman_Niles_#2_exit_rating,2158,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-18-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2159_Norman_Niles_#2_entry_rating,2159,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-19-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2159_Norman_Niles_#2_exit_rating,2159,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-19-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2160_Norman_Niles_#2_entry_rating,2160,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-20-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2160_Norman_Niles_#2_exit_rating,2160,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-20-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2161_Norman_Niles_#2_entry_rating,2161,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-21-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2161_Norman_Niles_#2_exit_rating,2161,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-21-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2162_Norman_Niles_#2_entry_rating,2162,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-22-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2162_Norman_Niles_#2_exit_rating,2162,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-22-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2163_Norman_Niles_#2_entry_rating,2163,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-23-45.mp4,1,7.24,7.24,7.24,0.0,0.0
2163_Norman_Niles_#2_exit_rating,2163,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-23-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2164_Norman_Niles_#2_entry_rating,2164,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-24-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2164_Norman_Niles_#2_exit_rating,2164,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-24-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2187_Norman_Niles_#2_entry_rating,2187,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-47-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2187_Norman_Niles_#2_exit_rating,2187,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-47-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2188_Norman_Niles_#2_entry_rating,2188,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-48-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2188_Norman_Niles_#2_exit_rating,2188,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-48-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2189_Norman_Niles_#2_entry_rating,2189,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-49-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2189_Norman_Niles_#2_exit_rating,2189,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-49-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2190_Norman_Niles_#2_entry_rating,2190,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-50-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2190_Norman_Niles_#2_exit_rating,2190,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-50-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2191_Norman_Niles_#2_entry_rating,2191,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-51-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2191_Norman_Niles_#2_exit_rating,2191,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-51-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2192_Norman_Niles_#2_entry_rating,2192,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-52-45.mp4,1,12.1,12.1,12.1,0.0,0.0
2192_Norman_Niles_#2_exit_rating,2192,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-52-45.mp4,1,5.95,5.95,5.95,0.0,0.0
2193_Norman_Niles_#2_entry_rating,2193,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-53-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2193_Norman_Niles_#2_exit_rating,2193,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-53-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2194_Norman_Niles_#2_entry_rating,2194,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-54-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2194_Norman_Niles_#2_exit_rating,2194,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-54-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2195_Norman_Niles_#2_entry_rating,2195,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-55-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2195_Norman_Niles_#2_exit_rating,2195,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-55-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2196_Norman_Niles_#2_entry_rating,2196,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-56-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2196_Norman_Niles_#2_exit_rating,2196,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-56-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2197_Norman_Niles_#2_entry_rating,2197,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-57-45.mp4,1,6.47,6.47,6.47,0.0,0.0
2197_Norman_Niles_#2_exit_rating,2197,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-57-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2198_Norman_Niles_#2_entry_rating,2198,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-58-45.mp4,1,4.69,4.69,4.69,0.0,0.0
2198_Norman_Niles_#2_exit_rating,2198,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-58-45.mp4,1,8.43,8.43,8.43,0.0,0.0
2199_Norman_Niles_#2_entry_rating,2199,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-06-59-45.mp4,1,8.28,8.28,8.28,0.0,0.0
2199_Norman_Niles_#2_exit_rating,2199,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-06-59-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2200_Norman_Niles_#2_entry_rating,2200,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-07-00-45.mp4,1,9.65,9.65,9.65,0.0,0.0
2200_Norman_Niles_#2_exit_rating,2200,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-07-00-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2201_Norman_Niles_#2_entry_rating,2201,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-07-01-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2201_Norman_Niles_#2_exit_rating,2201,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-07-01-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2202_Norman_Niles_#2_entry_rating,2202,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-07-02-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2202_Norman_Niles_#2_exit_rating,2202,Norman Niles #2,EXIT,normanniles2/normanniles2_2025-10-23-07-02-45.mp4,0,0.0,0.0,0.0,0.0,0.0
2203_Norman_Niles_#2_entry_rating,2203,Norman Niles #2,ENTRY,normanniles2/normanniles2_2025-10-23-07-03-45.mp4,2,1.4,2.58,0.23,2.36,1.67
